EntryID	term	aspect
7UIL-5	GO:0090304	BPO
7UIL-5	GO:0006355	BPO
7UIL-5	GO:0048523	BPO
7UIL-5	GO:0051172	BPO
7UIL-5	GO:0006351	BPO
7UIL-5	GO:0009891	BPO
7UIL-5	GO:0051252	BPO
7UIL-5	GO:0048518	BPO
7UIL-5	GO:0019222	BPO
7UIL-5	GO:0071704	BPO
7UIL-5	GO:0110165	CCO
7UIL-5	GO:0005575	CCO
7UIL-5	GO:0043226	CCO
7UIL-5	GO:0043229	CCO
7UIL-5	GO:0005634	CCO
7UIL-5	GO:0043227	CCO
7UIL-5	GO:0005622	CCO
7UIL-5	GO:0043231	CCO
6C0F-7	GO:0003674	MFO
6C0F-7	GO:0110165	CCO
6C0F-7	GO:0031981	CCO
6C0F-7	GO:0005730	CCO
6C0F-7	GO:0005575	CCO
6C0F-7	GO:0043228	CCO
6C0F-7	GO:0043232	CCO
6C0F-7	GO:0032991	CCO
6C0F-7	GO:0043226	CCO
6C0F-7	GO:1990904	CCO
6C0F-7	GO:0031974	CCO
6C0F-7	GO:0043229	CCO
6C0F-7	GO:0005634	CCO
6C0F-7	GO:0043227	CCO
6C0F-7	GO:0043233	CCO
6C0F-7	GO:0005622	CCO
6C0F-7	GO:0043231	CCO
6C0F-7	GO:0070013	CCO
6SW9-9	GO:0097159	MFO
6SW9-9	GO:1901363	MFO
6SW9-9	GO:0003676	MFO
6SW9-9	GO:0003674	MFO
6SW9-9	GO:0005488	MFO
6SW9-9	GO:0003723	MFO
6SW9-9	GO:0005515	MFO
3J6X-67	GO:0110165	CCO
3J6X-67	GO:0005737	CCO
3J6X-67	GO:0005575	CCO
3J6X-67	GO:0032991	CCO
3J6X-67	GO:1990904	CCO
3J6X-67	GO:0005829	CCO
3J6X-67	GO:0005622	CCO
4BEX-1	GO:0005515	MFO
4BEX-1	GO:0003674	MFO
4BEX-1	GO:0005488	MFO
4BEX-1	GO:0071840	BPO
4BEX-1	GO:0050794	BPO
4BEX-1	GO:0006915	BPO
4BEX-1	GO:0016043	BPO
4BEX-1	GO:0030036	BPO
4BEX-1	GO:0043067	BPO
4BEX-1	GO:0048519	BPO
4BEX-1	GO:0043066	BPO
4BEX-1	GO:0009987	BPO
4BEX-1	GO:0008219	BPO
4BEX-1	GO:0042981	BPO
4BEX-1	GO:0065007	BPO
4BEX-1	GO:0007010	BPO
4BEX-1	GO:0008150	BPO
4BEX-1	GO:0006996	BPO
4BEX-1	GO:0050789	BPO
4BEX-1	GO:0048523	BPO
4BEX-1	GO:0043069	BPO
4BEX-1	GO:0030029	BPO
4BEX-1	GO:0012501	BPO
4BEX-1	GO:0005737	CCO
4BEX-1	GO:0043005	CCO
4BEX-1	GO:0043230	CCO
4BEX-1	GO:0065010	CCO
4BEX-1	GO:0042995	CCO
4BEX-1	GO:0043231	CCO
4BEX-1	GO:0070062	CCO
4BEX-1	GO:0030424	CCO
4BEX-1	GO:0043228	CCO
4BEX-1	GO:0043226	CCO
4BEX-1	GO:0043229	CCO
4BEX-1	GO:1903561	CCO
4BEX-1	GO:0005886	CCO
4BEX-1	GO:0005615	CCO
4BEX-1	GO:0005575	CCO
4BEX-1	GO:0071944	CCO
4BEX-1	GO:0005829	CCO
4BEX-1	GO:0005634	CCO
4BEX-1	GO:0005576	CCO
4BEX-1	GO:0005622	CCO
4BEX-1	GO:0110165	CCO
4BEX-1	GO:0031982	CCO
4BEX-1	GO:0043232	CCO
4BEX-1	GO:0005856	CCO
4BEX-1	GO:0043227	CCO
4BEX-1	GO:0016020	CCO
4BEX-1	GO:0120025	CCO
4CR2-5	GO:0008233	MFO
4CR2-5	GO:0003674	MFO
4CR2-5	GO:0005488	MFO
4CR2-5	GO:0016787	MFO
4CR2-5	GO:0003824	MFO
4CR2-5	GO:0005515	MFO
4CR2-5	GO:0140096	MFO
4CR2-5	GO:0008152	BPO
4CR2-5	GO:0044238	BPO
4CR2-5	GO:0019538	BPO
4CR2-5	GO:0008150	BPO
4CR2-5	GO:0006508	BPO
4CR2-5	GO:0006807	BPO
4CR2-5	GO:0043170	BPO
4CR2-5	GO:1901564	BPO
4CR2-5	GO:0071704	BPO
4CR2-5	GO:0110165	CCO
4CR2-5	GO:0005737	CCO
4CR2-5	GO:0005575	CCO
4CR2-5	GO:0043226	CCO
4CR2-5	GO:0043229	CCO
4CR2-5	GO:0005829	CCO
4CR2-5	GO:0005634	CCO
4CR2-5	GO:0043227	CCO
4CR2-5	GO:0005622	CCO
4CR2-5	GO:0043231	CCO
7F0L-4	GO:0043167	MFO
7F0L-4	GO:0003674	MFO
7F0L-4	GO:0005488	MFO
7F0L-4	GO:0043169	MFO
7F0L-4	GO:0046872	MFO
7F0L-4	GO:0110165	CCO
7F0L-4	GO:0005575	CCO
7F0L-4	GO:0071944	CCO
7F0L-4	GO:0005886	CCO
7F0L-4	GO:0016020	CCO
6YW5-22	GO:0110165	CCO
6YW5-22	GO:0005737	CCO
6YW5-22	GO:0005575	CCO
6YW5-22	GO:0005739	CCO
6YW5-22	GO:0043226	CCO
6YW5-22	GO:0043229	CCO
6YW5-22	GO:0043227	CCO
6YW5-22	GO:0005622	CCO
6YW5-22	GO:0043231	CCO
7ODR-5	GO:0097159	MFO
7ODR-5	GO:1901363	MFO
7ODR-5	GO:0003676	MFO
7ODR-5	GO:0003674	MFO
7ODR-5	GO:0005488	MFO
7ODR-5	GO:0003723	MFO
7ODR-5	GO:0110165	CCO
7ODR-5	GO:0005737	CCO
7ODR-5	GO:0005575	CCO
7ODR-5	GO:0032991	CCO
7ODR-5	GO:0005739	CCO
7ODR-5	GO:0043226	CCO
7ODR-5	GO:1990904	CCO
7ODR-5	GO:0043229	CCO
7ODR-5	GO:0043227	CCO
7ODR-5	GO:0005622	CCO
7ODR-5	GO:0043231	CCO
3CW1-5	GO:0097159	MFO
3CW1-5	GO:1901363	MFO
3CW1-5	GO:0003676	MFO
3CW1-5	GO:0003674	MFO
3CW1-5	GO:0005488	MFO
3CW1-5	GO:0003723	MFO
3CW1-5	GO:0005515	MFO
3CW1-5	GO:0110165	CCO
3CW1-5	GO:0005737	CCO
3CW1-5	GO:0005575	CCO
3CW1-5	GO:0031981	CCO
3CW1-5	GO:0032991	CCO
3CW1-5	GO:0043226	CCO
3CW1-5	GO:1990904	CCO
3CW1-5	GO:0031974	CCO
3CW1-5	GO:0043229	CCO
3CW1-5	GO:0005829	CCO
3CW1-5	GO:0005654	CCO
3CW1-5	GO:0005634	CCO
3CW1-5	GO:0043227	CCO
3CW1-5	GO:0043233	CCO
3CW1-5	GO:0005622	CCO
3CW1-5	GO:0043231	CCO
3CW1-5	GO:0070013	CCO
3JA8-3	GO:0097159	MFO
3JA8-3	GO:1901265	MFO
3JA8-3	GO:0003677	MFO
3JA8-3	GO:1901363	MFO
3JA8-3	GO:0036094	MFO
3JA8-3	GO:0003676	MFO
3JA8-3	GO:0000166	MFO
3JA8-3	GO:0003674	MFO
3JA8-3	GO:0005488	MFO
3JA8-3	GO:0016787	MFO
3JA8-3	GO:0003824	MFO
3JA8-3	GO:0005515	MFO
3JA8-3	GO:0110165	CCO
3JA8-3	GO:0005737	CCO
3JA8-3	GO:0005575	CCO
3JA8-3	GO:0031981	CCO
3JA8-3	GO:0043226	CCO
3JA8-3	GO:0031974	CCO
3JA8-3	GO:0043229	CCO
3JA8-3	GO:0005654	CCO
3JA8-3	GO:0005634	CCO
3JA8-3	GO:0043227	CCO
3JA8-3	GO:0043233	CCO
3JA8-3	GO:0005622	CCO
3JA8-3	GO:0043231	CCO
3JA8-3	GO:0070013	CCO
6ZVK-32	GO:0097159	MFO
6ZVK-32	GO:1901363	MFO
6ZVK-32	GO:0003676	MFO
6ZVK-32	GO:0003674	MFO
6ZVK-32	GO:0005488	MFO
6ZVK-32	GO:0003723	MFO
6ZVK-32	GO:0005737	CCO
6ZVK-32	GO:0030054	CCO
6ZVK-32	GO:0043231	CCO
6ZVK-32	GO:0005730	CCO
6ZVK-32	GO:0043228	CCO
6ZVK-32	GO:1990904	CCO
6ZVK-32	GO:0043226	CCO
6ZVK-32	GO:0043229	CCO
6ZVK-32	GO:0043233	CCO
6ZVK-32	GO:0045202	CCO
6ZVK-32	GO:0005575	CCO
6ZVK-32	GO:0005829	CCO
6ZVK-32	GO:0005634	CCO
6ZVK-32	GO:0005622	CCO
6ZVK-32	GO:0110165	CCO
6ZVK-32	GO:0031981	CCO
6ZVK-32	GO:0032991	CCO
6ZVK-32	GO:0043232	CCO
6ZVK-32	GO:0031974	CCO
6ZVK-32	GO:0043227	CCO
6ZVK-32	GO:0070013	CCO
3JCR-2	GO:0097159	MFO
3JCR-2	GO:1901363	MFO
3JCR-2	GO:0003676	MFO
3JCR-2	GO:0003674	MFO
3JCR-2	GO:0005488	MFO
3JCR-2	GO:0003723	MFO
3JCR-2	GO:0005515	MFO
3JCR-2	GO:0110165	CCO
3JCR-2	GO:0005737	CCO
3JCR-2	GO:0005575	CCO
3JCR-2	GO:0031981	CCO
3JCR-2	GO:0032991	CCO
3JCR-2	GO:0043226	CCO
3JCR-2	GO:1990904	CCO
3JCR-2	GO:0031974	CCO
3JCR-2	GO:0043229	CCO
3JCR-2	GO:0005829	CCO
3JCR-2	GO:0005654	CCO
3JCR-2	GO:0005634	CCO
3JCR-2	GO:0043227	CCO
3JCR-2	GO:0043233	CCO
3JCR-2	GO:0005622	CCO
3JCR-2	GO:0043231	CCO
3JCR-2	GO:0070013	CCO
5L4G-8	GO:0008233	MFO
5L4G-8	GO:0003674	MFO
5L4G-8	GO:0005488	MFO
5L4G-8	GO:0016787	MFO
5L4G-8	GO:0003824	MFO
5L4G-8	GO:0005515	MFO
5L4G-8	GO:0140096	MFO
5L4G-8	GO:0008152	BPO
5L4G-8	GO:0044238	BPO
5L4G-8	GO:0019538	BPO
5L4G-8	GO:0008150	BPO
5L4G-8	GO:0006508	BPO
5L4G-8	GO:0006807	BPO
5L4G-8	GO:0043170	BPO
5L4G-8	GO:1901564	BPO
5L4G-8	GO:0071704	BPO
5L4G-8	GO:0110165	CCO
5L4G-8	GO:0005737	CCO
5L4G-8	GO:0005575	CCO
5L4G-8	GO:0031981	CCO
5L4G-8	GO:0043226	CCO
5L4G-8	GO:0031974	CCO
5L4G-8	GO:0043229	CCO
5L4G-8	GO:0005829	CCO
5L4G-8	GO:0005654	CCO
5L4G-8	GO:0005634	CCO
5L4G-8	GO:0043227	CCO
5L4G-8	GO:0043233	CCO
5L4G-8	GO:0005576	CCO
5L4G-8	GO:0005622	CCO
5L4G-8	GO:0043231	CCO
5L4G-8	GO:0070013	CCO
6WU9-5	GO:0032991	CCO
6WU9-5	GO:1990904	CCO
6WU9-5	GO:0005575	CCO
6KGX-11	GO:0110165	CCO
6KGX-11	GO:0005737	CCO
6KGX-11	GO:0005575	CCO
6KGX-11	GO:0009536	CCO
6KGX-11	GO:0043226	CCO
6KGX-11	GO:0009507	CCO
6KGX-11	GO:0043229	CCO
6KGX-11	GO:0043227	CCO
6KGX-11	GO:0005622	CCO
6KGX-11	GO:0043231	CCO
6KGX-11	GO:0016020	CCO
5JBH-3	GO:0097159	MFO
5JBH-3	GO:1901363	MFO
5JBH-3	GO:0003676	MFO
5JBH-3	GO:0003674	MFO
5JBH-3	GO:0005488	MFO
5JBH-3	GO:0003723	MFO
5JBH-3	GO:0110165	CCO
5JBH-3	GO:0005737	CCO
5JBH-3	GO:0005575	CCO
5JBH-3	GO:0032991	CCO
5JBH-3	GO:1990904	CCO
5JBH-3	GO:0005622	CCO
7M2U-1	GO:0005515	MFO
7M2U-1	GO:0003674	MFO
7M2U-1	GO:0005488	MFO
7M2U-1	GO:0006974	BPO
7M2U-1	GO:0033554	BPO
7M2U-1	GO:0009987	BPO
7M2U-1	GO:0006950	BPO
7M2U-1	GO:0008150	BPO
7M2U-1	GO:0051716	BPO
7M2U-1	GO:0050896	BPO
7M2U-1	GO:0110165	CCO
7M2U-1	GO:0005737	CCO
7M2U-1	GO:0005575	CCO
7M2U-1	GO:0043226	CCO
7M2U-1	GO:0043229	CCO
7M2U-1	GO:0005829	CCO
7M2U-1	GO:0005634	CCO
7M2U-1	GO:0043227	CCO
7M2U-1	GO:0005622	CCO
7M2U-1	GO:0043231	CCO
6Y50-8	GO:0097159	MFO
6Y50-8	GO:1901363	MFO
6Y50-8	GO:0003676	MFO
6Y50-8	GO:0003674	MFO
6Y50-8	GO:0005488	MFO
6Y50-8	GO:0003723	MFO
6Y50-8	GO:0005515	MFO
6Y50-8	GO:0110165	CCO
6Y50-8	GO:0031981	CCO
6Y50-8	GO:0005575	CCO
6Y50-8	GO:0043226	CCO
6Y50-8	GO:0031974	CCO
6Y50-8	GO:0043229	CCO
6Y50-8	GO:0005654	CCO
6Y50-8	GO:0005634	CCO
6Y50-8	GO:0043227	CCO
6Y50-8	GO:0043233	CCO
6Y50-8	GO:0005622	CCO
6Y50-8	GO:0043231	CCO
6Y50-8	GO:0070013	CCO
4N9F-1	GO:0097159	MFO
4N9F-1	GO:1901363	MFO
4N9F-1	GO:0003676	MFO
4N9F-1	GO:0003674	MFO
4N9F-1	GO:0005488	MFO
4N9F-1	GO:0003723	MFO
4N9F-1	GO:0005515	MFO
4N9F-1	GO:0110165	CCO
4N9F-1	GO:0005575	CCO
4N9F-1	GO:0016020	CCO
7EMF-4	GO:0005515	MFO
7EMF-4	GO:0003674	MFO
7EMF-4	GO:0005488	MFO
7EMF-4	GO:0031326	BPO
7EMF-4	GO:0008152	BPO
7EMF-4	GO:0034641	BPO
7EMF-4	GO:0010468	BPO
7EMF-4	GO:0044238	BPO
7EMF-4	GO:0018130	BPO
7EMF-4	GO:0050794	BPO
7EMF-4	GO:0006725	BPO
7EMF-4	GO:0006807	BPO
7EMF-4	GO:0009059	BPO
7EMF-4	GO:0006366	BPO
7EMF-4	GO:0032774	BPO
7EMF-4	GO:0019219	BPO
7EMF-4	GO:0044249	BPO
7EMF-4	GO:2001141	BPO
7EMF-4	GO:0009889	BPO
7EMF-4	GO:0010556	BPO
7EMF-4	GO:0009058	BPO
7EMF-4	GO:0016070	BPO
7EMF-4	GO:0043170	BPO
7EMF-4	GO:0010467	BPO
7EMF-4	GO:0080090	BPO
7EMF-4	GO:0060255	BPO
7EMF-4	GO:1901576	BPO
7EMF-4	GO:0009987	BPO
7EMF-4	GO:0044271	BPO
7EMF-4	GO:0006357	BPO
7EMF-4	GO:0065007	BPO
7EMF-4	GO:0008150	BPO
7EMF-4	GO:0031323	BPO
7EMF-4	GO:1901360	BPO
7EMF-4	GO:0046483	BPO
7EMF-4	GO:1901362	BPO
7EMF-4	GO:0051171	BPO
7EMF-4	GO:0044237	BPO
7EMF-4	GO:0034654	BPO
7EMF-4	GO:0050789	BPO
7EMF-4	GO:0006139	BPO
7EMF-4	GO:0090304	BPO
7EMF-4	GO:0019438	BPO
7EMF-4	GO:0006355	BPO
7EMF-4	GO:0006351	BPO
7EMF-4	GO:0051252	BPO
7EMF-4	GO:0019222	BPO
7EMF-4	GO:0071704	BPO
7EMF-4	GO:0110165	CCO
7EMF-4	GO:0031981	CCO
7EMF-4	GO:0005575	CCO
7EMF-4	GO:0043226	CCO
7EMF-4	GO:0031974	CCO
7EMF-4	GO:0043229	CCO
7EMF-4	GO:0005654	CCO
7EMF-4	GO:0005634	CCO
7EMF-4	GO:0043227	CCO
7EMF-4	GO:0043233	CCO
7EMF-4	GO:0005622	CCO
7EMF-4	GO:0043231	CCO
7EMF-4	GO:0070013	CCO
5XTH-5	GO:0110165	CCO
5XTH-5	GO:0005737	CCO
5XTH-5	GO:0005575	CCO
5XTH-5	GO:0005739	CCO
5XTH-5	GO:0043226	CCO
5XTH-5	GO:0043229	CCO
5XTH-5	GO:0043227	CCO
5XTH-5	GO:0005622	CCO
5XTH-5	GO:0043231	CCO
5XTH-5	GO:0016020	CCO
6GCS-5	GO:0110165	CCO
6GCS-5	GO:0005737	CCO
6GCS-5	GO:0005575	CCO
6GCS-5	GO:0005739	CCO
6GCS-5	GO:0043226	CCO
6GCS-5	GO:0043229	CCO
6GCS-5	GO:0043227	CCO
6GCS-5	GO:0005622	CCO
6GCS-5	GO:0043231	CCO
6GCS-5	GO:0016020	CCO
8EKC-2	GO:0110165	CCO
8EKC-2	GO:0005737	CCO
8EKC-2	GO:0005575	CCO
8EKC-2	GO:0032991	CCO
8EKC-2	GO:1990904	CCO
8EKC-2	GO:0005622	CCO
6YWE-8	GO:0110165	CCO
6YWE-8	GO:0005737	CCO
6YWE-8	GO:0005575	CCO
6YWE-8	GO:0032991	CCO
6YWE-8	GO:0005739	CCO
6YWE-8	GO:0043226	CCO
6YWE-8	GO:1990904	CCO
6YWE-8	GO:0043229	CCO
6YWE-8	GO:0043227	CCO
6YWE-8	GO:0005622	CCO
6YWE-8	GO:0043231	CCO
7C9R-9	GO:0043167	MFO
7C9R-9	GO:0003674	MFO
7C9R-9	GO:0005488	MFO
7C9R-9	GO:0043169	MFO
7C9R-9	GO:0046872	MFO
7C9R-9	GO:0110165	CCO
7C9R-9	GO:0005575	CCO
7C9R-9	GO:0071944	CCO
7C9R-9	GO:0005886	CCO
7C9R-9	GO:0016020	CCO
4WQ1-19	GO:0097159	MFO
4WQ1-19	GO:1901363	MFO
4WQ1-19	GO:0003676	MFO
4WQ1-19	GO:0003674	MFO
4WQ1-19	GO:0005488	MFO
4WQ1-19	GO:0003723	MFO
4WQ1-19	GO:0032991	CCO
4WQ1-19	GO:1990904	CCO
4WQ1-19	GO:0005575	CCO
6H58-44	GO:0110165	CCO
6H58-44	GO:0005737	CCO
6H58-44	GO:0005575	CCO
6H58-44	GO:0032991	CCO
6H58-44	GO:1990904	CCO
6H58-44	GO:0005622	CCO
4N9F-2	GO:0097159	MFO
4N9F-2	GO:1901363	MFO
4N9F-2	GO:0003676	MFO
4N9F-2	GO:0003674	MFO
4N9F-2	GO:0005488	MFO
4N9F-2	GO:0003723	MFO
4N9F-2	GO:0005515	MFO
4N9F-2	GO:0110165	CCO
4N9F-2	GO:0005575	CCO
4N9F-2	GO:0016020	CCO
6ZIY-9	GO:0043167	MFO
6ZIY-9	GO:0003674	MFO
6ZIY-9	GO:0005488	MFO
6ZIY-9	GO:0043169	MFO
6ZIY-9	GO:0046872	MFO
6ZIY-9	GO:0110165	CCO
6ZIY-9	GO:0005575	CCO
6ZIY-9	GO:0071944	CCO
6ZIY-9	GO:0005886	CCO
6ZIY-9	GO:0016020	CCO
3IZQ-1	GO:0097159	MFO
